uid,programme,plu_or_module_code,plu_or_module_title,element_title,outcome_code,outcome_text,sort_order
84e8f2385b62,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.1,Indicate awareness of sensory stimuli in the learning environment,1
f318c9431d26,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.2,Establish consistent patterns of attending to stimuli/personnel/activities in the immediate environment,2
a19f2a86fae7,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.3,Engage in an activity requiring joint attention with one or more people,3
2f3191c9cefd,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.4,Demonstrate turn-taking with a communicative partner,4
28f7ab040053,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.5,"Show awareness of and/or use tone, body language, gestures, pace, vocalisations and volume to impact communication",5
687fa584b221,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.6,Initiate communication with a familiar adult and peers,6
729d9511b5f4,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Developing communicative relationships,1.7,Engage in and enjoy a meaningful exchange with a communicative partner,7
e0d250efe185,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.14,Clearly indicate preferred objects and/or activities and refuse non-preferred items,1
0d4408f25e08,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.15,Request repetition and/or more of and/or change of objects or events,2
4ebd46df1f41,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.16,"Make a request and/or express a need, verbally or non-verbally",3
dea16b1444a3,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.17,"Participate in the sharing of a familiar or personal story, activity or event",4
13d414833ac9,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.18,Communicate to express feelings verbally or non-verbally,5
2d3a67520085,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Exploring and using,1.19,Express interests and opinions through a range of verbal or non-verbal communication methods,6
49ae6ddb51f6,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.20,"Illustrate signs of engagement and enjoyment with stories, texts, poetry, funny or favourite reading material",1
5dd008d67701,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.21,"Choose and handle books, demonstrating familiarity with book-handling skills",2
b543458e0002,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.22,"Show recognition and understanding of symbols, signs, logos, familiar words, letters or visual representations of items",3
fe5bbc337196,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.23,"Seek meaning from combinations of signs, symbols or text for enjoyment or practical purposes",4
f44ef2e5a94e,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.24,"Read a book, magazine or other text with understanding",5
b5a5adf558b4,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Reading,1.25,"Recall a story read or personal experience using objects, marks, gestures or vocalisations",6
8800e2572fb4,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.8,Show recognition of personal and/or standardised objects of reference,1
7df573065070,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.9,Respond to verbal and non-verbal cues related to familiar communicative routines,2
c0c55d37861f,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.10,Attend and respond to increased vocabulary in text,3
0e6e4306a9a2,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.11,Consistently respond to familiar factual questions,4
5755b5e17b88,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.12,Show signs of anticipating next steps in a familiar activity when presented with a stimulus,5
96ae4b681108,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Understanding,1.13,Predict outcomes for a familiar or unfamiliar story or event choosing from a range of possible outcomes,6
c9c0ff8af5f9,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Written expression,1.26,"Show enjoyment while making marks and or texts, and use gestures, sounds or words to focus attention on these, showing signs of understanding that texts carry meaning",1
7af5fd1bc9ba,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Written expression,1.27,"Engage in/with mechanics of mark-making exercises to create a form of text according to ability, using motor or eye-gaze skills as appropriate",2
269b0fa0a09f,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Written expression,1.28,Explore a variety of implements and surfaces for creating texts,3
3b420cc8a17c,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Written expression,1.29,"Place marks, signs, symbols or texts in the correct sequence and/or with the correct orientation to infer meaning",4
cfd05059fe5e,JC_L1LP,JC-L1-PLU1,"Communication, language and literacy",Written expression,1.30,"Use signs, symbols or text to share experiences, thoughts, opinions, preferences with peers with growing confidence",5
86471a0d3f4d,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.1,Discover and explore a range of objects/stimuli,1
e0dc69d51462,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.2,Investigate objects/stimuli in motion,2
2a681746fe3e,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.3,Recognise and/or show preferences for objects/stimuli,3
9ee75e27b1bd,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.4,Recognise and/or show preferences for objects/stimuli,4
d6731a1fcb7d,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.5,Recognise objects/stimuli that are the same and/or different in one or more ways,5
11a43765b702,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.6,Participate in cause and effect activities,6
a67b05f4e0ef,JC_L1LP,JC-L1-PLU2,Numeracy,Awareness of environment,2.7,Explore the concept of object permanence,7
6eb00922ea40,JC_L1LP,JC-L1-PLU2,Numeracy,Developing number sense,2.13,Participate in counting activities,1
07686cfe8ced,JC_L1LP,JC-L1-PLU2,Numeracy,Developing number sense,2.14,Explore and use familiar numerals,2
98ca02cad114,JC_L1LP,JC-L1-PLU2,Numeracy,Developing number sense,2.15,Explore the relationship between sets and numbers,3
92d8d58c8413,JC_L1LP,JC-L1-PLU2,Numeracy,Developing number sense,2.16,Experiment with differences in quantity and the language associated with it,4
0fe001f6b3b5,JC_L1LP,JC-L1-PLU2,Numeracy,Developing number sense,2.17,Explore the concepts of addition and subtraction,5
5c65e8a87a08,JC_L1LP,JC-L1-PLU2,Numeracy,Measure and data,2.22,Investigate objects and language in relation to measurement,1
b36c9f97959a,JC_L1LP,JC-L1-PLU2,Numeracy,Measure and data,2.23,Participate in everyday activities associated with measurement in the student's environment,2
488ca0613362,JC_L1LP,JC-L1-PLU2,Numeracy,Measure and data,2.24,Participate in a shopping experience or in an activity where real money is used functionally,3
7629ddaa07fc,JC_L1LP,JC-L1-PLU2,Numeracy,Measure and data,2.25,Participate in recording and displaying number and/or familiar data,4
d485dc07af81,JC_L1LP,JC-L1-PLU2,Numeracy,Pattern and sequence,2.8,Explore pattern through a variety of sensory experiences,1
7196c6dcd44f,JC_L1LP,JC-L1-PLU2,Numeracy,Pattern and sequence,2.9,Observe patterns in the student’s environment,2
7483ba35bee5,JC_L1LP,JC-L1-PLU2,Numeracy,Pattern and sequence,2.10,"Engage with language, objects, symbols, signs and stimuli associated with ordering and sequencing which forms part of the student’s daily routine",3
f5db7367a926,JC_L1LP,JC-L1-PLU2,Numeracy,Pattern and sequence,2.11,Participate in activities where the aim is to repeat patterns,4
a201e95d26b2,JC_L1LP,JC-L1-PLU2,Numeracy,Pattern and sequence,2.12,Recognise and/or anticipate familiar activities or routines with predictable patterns and sequences,5
dbb9a24c56a5,JC_L1LP,JC-L1-PLU2,Numeracy,Shape and space,2.18,Experiment with the movement of body parts in the immediate environment,1
f2532581ba5b,JC_L1LP,JC-L1-PLU2,Numeracy,Shape and space,2.19,Participate in activities where the language of movement and position is used,2
9cbff1619bdd,JC_L1LP,JC-L1-PLU2,Numeracy,Shape and space,2.20,Explore the features and properties of 2D and 3D regular and irregular shapes through a variety of sensory experiences,3
8fdb3a519a3f,JC_L1LP,JC-L1-PLU2,Numeracy,Shape and space,2.21,Recognise and/or identify shapes in the immediate and local environment,4
c1ae2019d740,JC_L1LP,JC-L1-PLU2,Numeracy,Time,2.26,"Engage with language, objects, symbols, signs, stimuli or activities associated with times of the day and/or days of the week",1
abfd1e9569b6,JC_L1LP,JC-L1-PLU2,Numeracy,Time,2.27,"Explore language, objects and stimuli associated with significant personal and cultural events in the student’s life",2
d904389f1881,JC_L1LP,JC-L1-PLU2,Numeracy,Time,2.28,"Participate in activities/actions that are used to transition from one event to the next or to show the passage of time, waiting or turn-taking",3
328c1aec2cbd,JC_L1LP,JC-L1-PLU2,Numeracy,Time,2.29,"Use instruments such as timers, visual timetables, objects of reference or clocks functionally",4
0394375a7646,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Emotional wellbeing,3.20,Express some feelings consistently (with or without intent) so that a familiar adult can respond appropriately,1
17a9b7d996df,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Emotional wellbeing,3.21,Show interest in the feelings expressed by others and react appropriately,2
2097672d76b1,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Emotional wellbeing,3.22,Use coping strategies to self-regulate,3
195777d2245e,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Emotional wellbeing,3.23,Show interest and enjoyment in being with particular peers or familiar adults especially while engaging in hobbies and extra-curricular activities,4
1f3b1af90359,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.11,Use the senses to explore different types of foods,1
2abe71a367a9,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.12,Show preferences for foods,2
4cd31a06a47c,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.13,"Communicate hunger, thirst and messages such as ‘more please’ or ‘no more’ when being supported to eat and drink",3
af6783db2f40,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.14,Use eating and drinking utensils,4
829bc6df0c51,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.15,Participate in preparing food,5
a7e89f89fc9c,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.16,Demonstrate basic hygiene procedures around food,6
290e751f8a3c,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.17,Follow safety rules for using kitchen equipment,7
cac915379f77,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.18,Participate in making healthy snacks,8
382d8906eca3,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Food and nutrition,3.19,"Plan, shop for and prepare personalised healthy food (with support if necessary)",9
4bbcc42f73f4,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal care and hygiene,3.6,Co-operate with adults who provide daily support,1
0631e93a54d7,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal care and hygiene,3.7,Participate in personal care routines,2
a31c4a4a711e,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal care and hygiene,3.8,Indicate personal care needs or ask for help verbally or non-verbally,3
2b198a53f575,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal care and hygiene,3.9,Make choices related to personal care,4
c9d51d921a34,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal care and hygiene,3.10,Complete personal care tasks independently,5
fbd1537332fc,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.30,Accept appropriate attention from others,1
aae37719ca18,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.31,Differentiate between familiar and unfamiliar people,2
16463738af97,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.32,Object to inappropriate attention and/or show awareness of another person/people who can help if uncomfortable in a situation,3
844a04d1ac0d,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.33,Follow agreed social rules,4
705fc85d7554,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.34,Show awareness of risks in familiar environments,5
d763db6b563b,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.35,Recognise public and private places and how they are different,6
705e261c840b,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.36,Identify or name body parts using correct anatomical language,7
f3662a2a7388,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.37,Follow social conventions of privacy,8
27d11fcfb4e7,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Personal safety,3.38,Demonstrate awareness of appropriate and inappropriate physical contact with others,9
f90e92880850,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.24,Use the body to have an effect on objects in the environment,1
cbe3bb95e901,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.25,Move to improve gross motor control of the body,2
2b87c55a79a8,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.26,Practise fine motor control for self-help,3
a7a79fa8422a,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.27,Participate in activities to develop a healthy lifestyle,4
8db63877d2aa,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.28,Identify preferred physical activities,5
7ce34241d589,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Physical wellbeing,3.29,Demonstrate enjoyment of co-operating with peers in team games and group activities,6
ca0d9bfcf0d0,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Self-awareness,3.1,Demonstrate awareness of their own body,1
b5344d49ff1d,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Self-awareness,3.2,Show awareness of self in the immediate and/or wider environment,2
f3b47e87a7c1,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Self-awareness,3.3,Recognise their own features as being unique to them,3
676fbaf8e7c6,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Self-awareness,3.4,Demonstrate awareness of their own abilities and skills such as self-help skills or kindness to others,4
1a7543e58e33,JC_L1LP,JC-L1-PLU3,Personal care and wellbeing,Self-awareness,3.5,Exhibit perseverance and the motivation to develop and improve personal abilities and skills,5
ed33af42009a,JC_L1LP,JC-L1-PLU4,Being part of a community,Being safe in the community,4.21,Gain attention from an adult if feeling unsafe or uncomfortable,1
9478ccc911b3,JC_L1LP,JC-L1-PLU4,Being part of a community,Being safe in the community,4.22,Communicate ‘No’,2
8be38145787d,JC_L1LP,JC-L1-PLU4,Being part of a community,Being safe in the community,4.23,Move/remain near to a carer/guardian when in unfamiliar places,3
12b171de708a,JC_L1LP,JC-L1-PLU4,Being part of a community,Being safe in the community,4.24,Observe rules of safety in different environments,4
4198b8414868,JC_L1LP,JC-L1-PLU4,Being part of a community,Being safe in the community,4.25,Show recognition of places and people in the community who can help us,5
da1915a11dc0,JC_L1LP,JC-L1-PLU4,Being part of a community,Contributing to the community,4.26,Respond to positive reinforcement from others,1
8a3ad2406ed3,JC_L1LP,JC-L1-PLU4,Being part of a community,Contributing to the community,4.27,Behave appropriately in familiar routine or special events and where possible play their expected role within it,2
c53dd4191a5a,JC_L1LP,JC-L1-PLU4,Being part of a community,Contributing to the community,4.28,Show awareness that actions have consequences,3
dac144f1797f,JC_L1LP,JC-L1-PLU4,Being part of a community,Contributing to the community,4.29,Participate in the care of the immediate and local environment,4
f113ef1ee20d,JC_L1LP,JC-L1-PLU4,Being part of a community,Contributing to the community,4.30,Engage in a task or job in the community,5
5ba08fa0b781,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.1,Express contentment in the company of others,1
0963e4dc2287,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.2,Acknowledge unfamiliar people,2
bdefaeba9173,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.3,"Show enjoyment from an interaction with another person or other people, and show a desire for it to continue",3
e89b96f31bb1,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.4,Respond consistently to familiar people,4
4e566caa4f8e,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.5,Indicate/choose preferred companion(s) for different activities,5
1e57654821be,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.6,Communicate an ability to connect people with their roles,6
f494eb4cbc5e,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.7,Engage in supported activities on daily life skills,7
f4e6625bfade,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.8,"Be a member of one or more groups in or outside of school, actively participating where possible",8
05379b7c5fe0,JC_L1LP,JC-L1-PLU4,Being part of a community,Relating to others,4.9,Communicate ideas of what it means to be ‘a friend’,9
fb5c6396ee35,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.15,Show recognition of being in familiar places,1
55ccea4f5c06,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.16,Respond with curiosity to unfamiliar environments,2
a608105e0cf2,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.17,Co-operate in preparing for and transitioning to a new location,3
48846d2589a2,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.18,Actively engage in transitioning to a new location,4
abc8b20e0314,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.19,"Respond to cues (visual, verbal, gesture, sound) to locate familiar places",5
858efa50cb9a,JC_L1LP,JC-L1-PLU4,Being part of a community,Transitioning between environments,4.20,Indicate a desire/request to leave a group or go to another place,6
7bb95970d370,JC_L1LP,JC-L1-PLU4,Being part of a community,Using local facilities,4.10,Participate appropriately in using different areas/rooms in their immediate environment,1
1089ba770e5b,JC_L1LP,JC-L1-PLU4,Being part of a community,Using local facilities,4.11,Visit and participate appropriately in using facilities in their environment,2
a159a69f2159,JC_L1LP,JC-L1-PLU4,Being part of a community,Using local facilities,4.12,Demonstrate knowledge of where familiar items are stored/located in their environment,3
66ddae70301a,JC_L1LP,JC-L1-PLU4,Being part of a community,Using local facilities,4.13,Make choices when using facilities,4
e9baa592c051,JC_L1LP,JC-L1-PLU4,Being part of a community,Using local facilities,4.14,Show respect for items belonging to others and use them appropriately,5
b7c20676e8c3,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.20,Show an awareness of being part of an audience,1
d8e5e1f65467,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.21,"Explore and react to props, costumes, actions and sensory stimuli in a dramatic context",2
a4fe739785aa,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.22,Participate in the re/telling of contemporary/ historical/cultural events or stories through interactive games and/or dramatic activities,3
5a7baf4bf507,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.23,Show an awareness of being part of an acting group,4
64066e4bb00d,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.24,"Co-operate or work alongside/in parallel with others in making, choosing and using props, costumes and sets",5
a40a51497fec,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.25,Work independently or collaboratively to produce a rehearsed piece of drama for an audience,6
7b9502be9599,JC_L1LP,JC-L1-PLU5,The arts,Drama,5.26,Express and/or identify emotions in a dramatic context,7
ab6ab150a188,JC_L1LP,JC-L1-PLU5,The arts,Music,5.9,Identify the source and direction of a sound,1
f2d7bd95f860,JC_L1LP,JC-L1-PLU5,The arts,Music,5.10,"Listen and respond to a wide range of sounds and music (environmental, body percussion, vocal, instrumental, digital, technological, from a variety of traditions and cultures)",2
2e4f48cb6b5c,JC_L1LP,JC-L1-PLU5,The arts,Music,5.11,"Respond to the elements of music (pitch, pulse, duration, dynamics, structure, timbre, texture, style, tempo)",3
0438edd98c29,JC_L1LP,JC-L1-PLU5,The arts,Music,5.12,Experiment with creating vocal sounds,4
ca527f52ef2e,JC_L1LP,JC-L1-PLU5,The arts,Music,5.13,Use parts of the body to make sounds by moving on/through a reactive environment,5
e03fc65019ef,JC_L1LP,JC-L1-PLU5,The arts,Music,5.14,Explore and use a variety of sound-making equipment,6
0e82cda02c26,JC_L1LP,JC-L1-PLU5,The arts,Music,5.15,"Participate in choosing and/or making appropriate sounds for stories, events and celebrations",7
60dcbc83d6ec,JC_L1LP,JC-L1-PLU5,The arts,Music,5.16,Participate in group music-making activities,8
4309e365d250,JC_L1LP,JC-L1-PLU5,The arts,Music,5.17,Create short pieces of music using relevant digital technologies,9
4134b596a17b,JC_L1LP,JC-L1-PLU5,The arts,Music,5.18,Link sounds to pictorial representations,10
9f70bfe88cd0,JC_L1LP,JC-L1-PLU5,The arts,Music,5.19,Play an uncomplicated tune on a chosen instrument,11
3f23b2453d25,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.1,"Explore and experience a variety of mark-making tools, media and materials, surfaces and techniques, including using parts of the body",1
3059291959cd,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.2,"Show interest in coloured light, colour in the environment and in art materials",2
6d6d85892d47,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.3,"Look at and handle natural and manufactured objects with different textures, shapes and patterns",3
759c1d5a18b2,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.4,"Gather, explore and use 3D materials (new and recycled)",4
7ae763d07f61,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.5,Participate in creating art work based on real or imagined stimuli,5
0ef4da7c6d1e,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.6,"Use visual art to communicate, including the creative expression of emotion",6
a355a8546217,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.7,Work independently and/or collaboratively to produce a piece of art,7
439925b1019b,JC_L1LP,JC-L1-PLU5,The arts,Visual art,5.8,"Observe, appreciate and/or react to the work of self and others, including the work of famous local or global artists",8
db7bfb16d67d,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.23,Explore water in different situations and environments,1
7660f184cc33,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.24,Enter and exit swimming pool safely,2
da016db886cd,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.25,Tolerate and adjust to water moving over body,3
fefcf9363b2d,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.26,Explore the effects of water buoyancy on self/others and other objects/floatation devices,4
ad4f859f45a4,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.27,"Move through water in different directions—forwards, backwards, sideways, jumping, using swimming strokes etc.",5
67cce1639d40,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.28,Practise breath control—blowing and holding breath,6
a1d79d22d639,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.29,Float on back and front in water,7
6b8a0e418931,JC_L1LP,JC-L1-PLU6,Physical education,Aquatics,6.30,Move on the flat of the back through water,8
a9f608e0e347,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.10,Participate in physical activities in parallel with/alongside others,1
ae0790ae5e08,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.11,Engage in an activity requiring joint attention with one or more people,2
9878df352cda,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.12,Explore equipment and/or elements of traditional and invented games or sports in circuit activities,3
20108b92571a,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.13,Participate in games with one or more people,4
94a1fee7e403,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.14,"Show awareness of, or interest in, being part of a team",5
7420301b8c5e,JC_L1LP,JC-L1-PLU6,Physical education,Co-operative activity (games),6.15,"Support and/or play sports for enjoyment as a member of the community (Special Olympics, representing class/school team etc.)",6
02ad4478b933,JC_L1LP,JC-L1-PLU6,Physical education,Creative movement (dance),6.16,Observe the movements of another and attempt to copy or imitate with sight of self in a mirror,1
b3dcd3aec9c1,JC_L1LP,JC-L1-PLU6,Physical education,Creative movement (dance),6.17,Move whole or parts of body creatively in response to stimuli,2
eb1beddc2916,JC_L1LP,JC-L1-PLU6,Physical education,Creative movement (dance),6.18,Develop awareness of pathways and directions of movement,3
29010d37d12e,JC_L1LP,JC-L1-PLU6,Physical education,Creative movement (dance),6.19,Link two or more movements to create a sequence of movements,4
f1cb95c8273b,JC_L1LP,JC-L1-PLU6,Physical education,Creative movement (dance),6.20,Interact with another/others to create co-ordinated movements,5
